"Year","LEA","LEA Name","Type","SourceState","SourceFederal","SourceLocal","SourceTotal","Per PupilState","Per PupilFederal","Per PupilLocal","Per PupilTotal","Per PupilPercent"
"2010","630","Moore County Schools","INSTRUCTIONAL EQUIP.","786,937","140,513","91,380","1,018,830","64.31","11.48","7.47","83.26","1.0"
"2010","630","Moore County Schools","TOTAL","61,143,941","13,903,647","25,632,812","100,680,400","4,997.04","1,136.30","2,094.87","8,228.21","100.0"
"2010","640","Nash-Rocky Mount Schools","SALARIES","68,655,927","13,151,526","10,186,414","91,993,867","4,039.30","773.75","599.31","5,412.36","63.5"
"2010","640","Nash-Rocky Mount Schools","EMPLOYEE BENEFITS","18,222,668","3,624,699","2,590,191","24,437,558","1,072.11","213.26","152.39","1,437.76","16.9"
"2010","640","Nash-Rocky Mount Schools","PURCHASED SERVICES","1,576,106","3,024,640","8,181,506","12,782,252","92.73","177.95","481.35","752.03","8.8"
"2010","640","Nash-Rocky Mount Schools","SUPPLIES & MATERIALS","3,969,618","6,241,396","4,886,311","15,097,325","233.55","367.20","287.48","888.23","10.4"
"2010","640","Nash-Rocky Mount Schools","INSTRUCTIONAL EQUIP.","490,013","69,538","36,546","596,097","28.83","4.09","2.15","35.07","0.4"
"2010","640","Nash-Rocky Mount Schools","TOTAL","92,914,332","26,111,799","25,880,968","144,907,099","5,466.52","1,536.25","1,522.68","8,525.45","100.0"
"2010","650","New Hanover County Schools","SALARIES","85,505,591","16,745,545","35,085,047","137,336,183","3,604.48","705.91","1,479.01","5,789.40","66.0"
"2010","650","New Hanover County Schools","EMPLOYEE BENEFITS","22,654,247","4,976,732","9,336,896","36,967,875","954.99","209.79","393.60","1,558.38","17.7"
"2010","650","New Hanover County Schools","PURCHASED SERVICES","3,307,846","2,044,675","13,010,007","18,362,528","139.44","86.19","548.44","774.07","8.8"
"2010","650","New Hanover County Schools","SUPPLIES & MATERIALS","4,133,797","4,161,173","5,824,069","14,119,039","174.26","175.42","245.51","595.19","6.8"
"2010","650","New Hanover County Schools","INSTRUCTIONAL EQUIP.","957,089","217,203","256,137","1,430,429","40.35","9.15","10.80","60.30","0.7"
"2010","650","New Hanover County Schools","TOTAL","116,558,570","28,145,328","63,512,156","208,216,054","4,913.52","1,186.46","2,677.36","8,777.34","100.0"
"2010","660","Northampton County Schools","SALARIES","12,866,155","2,916,822","883,768","16,666,745","5,171.28","1,172.36","355.21","6,698.85","61.5"
"2010","660","Northampton County Schools","EMPLOYEE BENEFITS","3,273,477","766,254","201,980","4,241,711","1,315.71","307.98","81.18","1,704.87","15.6"
"2010","660","Northampton County Schools","PURCHASED SERVICES","930,486","610,252","1,641,226","3,181,964","373.99","245.27","659.66","1,278.92","11.7"
"2010","660","Northampton County Schools","SUPPLIES & MATERIALS","764,743","1,045,123","724,760","2,534,626","307.37","420.07","291.30","1,018.74","9.4"
"2010","660","Northampton County Schools","INSTRUCTIONAL EQUIP.","392,124","84,482","4,838","481,444","157.61","33.96","1.94","193.51","1.8"
"2010","660","Northampton County Schools","TOTAL","18,226,985","5,422,933","3,456,572","27,106,490","7,325.96","2,179.64","1,389.29","10,894.89","100.0"
"2010","670","Onslow County Schools","SALARIES","82,922,229","15,528,749","19,126,610","117,577,588","3,529.66","660.99","814.14","5,004.79","65.7"
"2010","670","Onslow County Schools","EMPLOYEE BENEFITS","21,893,460","4,180,232","4,949,213","31,022,905","931.91","177.94","210.67","1,320.52","17.3"
"2010","670","Onslow County Schools","PURCHASED SERVICES","2,803,244","3,165,058","7,716,537","13,684,839","119.32","134.73","328.46","582.51","7.7"
"2010","670","Onslow County Schools","SUPPLIES & MATERIALS","3,181,508","4,484,645","7,558,012","15,224,165","135.42","190.90","321.71","648.03","8.5"
"2010","670","Onslow County Schools","INSTRUCTIONAL EQUIP.","1,013,659","145,468","186,137","1,345,264","43.15","6.19","7.92","57.26","0.8"
"2010","670","Onslow County Schools","TOTAL","111,814,100","27,504,152","39,536,509","178,854,761","4,759.46","1,170.75","1,682.90","7,613.11","100.0"
"2010","680","Orange County Schools","SALARIES","27,557,802","3,981,302","13,051,017","44,590,121","3,920.03","566.33","1,856.47","6,342.83","67.9"
"2010","680","Orange County Schools","EMPLOYEE BENEFITS","6,696,734","1,050,148","3,680,521","11,427,403","952.59","149.39","523.54","1,625.52","17.3"
"2010","680","Orange County Schools","PURCHASED SERVICES","601,716","302,318","3,868,387","4,772,421","85.59","43.01","550.27","678.87","7.3"
"2010","680","Orange County Schools","SUPPLIES & MATERIALS","1,796,158","975,679","1,698,985","4,470,822","255.50","138.78","241.68","635.96","6.8"
"2010","680","Orange County Schools","INSTRUCTIONAL EQUIP.","336,129","48,768","71,153","456,050","47.81","6.94","10.12","64.87","0.7"
"2010","680","Orange County Schools","TOTAL","36,988,539","6,358,215","22,370,063","65,716,817","5,261.52","904.45","3,182.08","9,348.05","100.0"
"2010","681","Chapel-Hill/Carrboro City Schools","SALARIES","41,661,767","5,740,852","35,787,155","83,189,774","3,621.50","499.04","3,110.84","7,231.38","68.2"
"2010","681","Chapel-Hill/Carrboro City Schools","EMPLOYEE BENEFITS","10,562,716","1,455,934","9,617,058","21,635,708","918.18","126.55","835.98","1,880.71","17.7"
"2010","681","Chapel-Hill/Carrboro City Schools","PURCHASED SERVICES","651,719","965,118","8,033,740","9,650,577","56.65","83.90","698.34","838.89","7.9"
"2010","681","Chapel-Hill/Carrboro City Schools","SUPPLIES & MATERIALS","2,074,172","1,361,492","3,022,854","6,458,518","180.30","118.34","262.77","561.41","5.3"
"2010","681","Chapel-Hill/Carrboro City Schools","INSTRUCTIONAL EQUIP.","620,166","137,344","302,505","1,060,015","53.91","11.93","26.30","92.14","0.9"
"2010","681","Chapel-Hill/Carrboro City Schools","TOTAL","55,570,540","9,660,740","56,763,312","121,994,592","4,830.54","839.76","4,934.23","10,604.53","100.0"
"2010","690","Pamlico County Schools","SALARIES","7,886,787","1,193,204","1,049,791","10,129,782","5,719.21","865.26","761.27","7,345.74","65.6"
"2010","690","Pamlico County Schools","EMPLOYEE BENEFITS","2,010,676","334,225","318,470","2,663,371","1,458.07","242.37","230.94","1,931.38","17.2"
"2010","690","Pamlico County Schools","PURCHASED SERVICES","168,274","258,842","981,082","1,408,198","122.03","187.70","711.44","1,021.17","9.1"
"2010","690","Pamlico County Schools","SUPPLIES & MATERIALS","336,728","271,995","296,851","905,574","244.18","197.24","215.27","656.69","5.9"
"2010","690","Pamlico County Schools","INSTRUCTIONAL EQUIP.","118,920","208,123","7,405","334,448","86.24","150.92","5.37","242.53","2.2"
"2010","690","Pamlico County Schools","TOTAL","10,521,385","2,266,389","2,653,599","15,441,373","7,629.73","1,643.49","1,924.29","11,197.51","100.0"
"2010","700","Pasquotank County Schools","SALARIES","24,654,860","5,587,485","5,423,816","35,666,161","4,165.38","943.99","916.34","6,025.71","65.5"
"2010","700","Pasquotank County Schools","EMPLOYEE BENEFITS","6,366,113","1,367,776","1,559,251","9,293,140","1,075.54","231.08","263.43","1,570.05","17.2"
"2010","700","Pasquotank County Schools","PURCHASED SERVICES","985,236","910,398","2,417,843","4,313,477","166.45","153.81","408.49","728.75","7.9"
"2010","700","Pasquotank County Schools","SUPPLIES & MATERIALS","1,152,317","1,707,963","2,059,379","4,919,659","194.68","288.55","347.93","831.16","9.0"
"2010","700","Pasquotank County Schools","INSTRUCTIONAL EQUIP.","180,412","37,967","9,160","227,539","30.48","6.41","1.55","38.44","0.4"
"2010","700","Pasquotank County Schools","TOTAL","33,338,938","9,611,589","11,469,449","54,419,976","5,632.53","1,623.84","1,937.74","9,194.11","100.0"
"2010","710","Pender County Schools","SALARIES","28,570,151","5,760,436","4,470,671","38,801,258","3,559.26","717.63","556.95","4,833.84","61.1"
"2010","710","Pender County Schools","EMPLOYEE BENEFITS","7,568,575","1,590,519","1,027,054","10,186,148","942.89","198.15","127.95","1,268.99","16.1"
"2010","710","Pender County Schools","PURCHASED SERVICES","838,722","2,254,093","5,982,147","9,074,962","104.49","280.81","745.25","1,130.55","14.3"
"2010","710","Pender County Schools","SUPPLIES & MATERIALS","2,413,353","622,380","2,004,502","5,040,235","300.65","77.54","249.72","627.91","7.9"
"2010","710","Pender County Schools","INSTRUCTIONAL EQUIP.","392,849","794","1,310","394,953","48.94","0.10","0.16","49.20","0.6"
"2010","710","Pender County Schools","TOTAL","39,783,650","10,228,222","13,485,684","63,497,556","4,956.23","1,274.23","1,680.03","7,910.49","100.0"
"2010","720","Perquimans County Schools","SALARIES","8,711,679","1,627,701","955,290","11,294,670","5,047.32","943.05","553.47","6,543.84","61.9"
"2010","720","Perquimans County Schools","EMPLOYEE BENEFITS","2,234,697","513,433","294,933","3,043,063","1,294.73","297.46","170.88","1,763.07","16.7"
"2010","720","Perquimans County Schools","PURCHASED SERVICES","522,228","548,477","958,360","2,029,065","302.57","317.77","555.25","1,175.59","11.1"
"2010","720","Perquimans County Schools","SUPPLIES & MATERIALS","380,288","641,803","456,539","1,478,630","220.33","371.84","264.51","856.68","8.1"
"2010","720","Perquimans County Schools","INSTRUCTIONAL EQUIP.","361,876","36,295","1,503","399,674","209.66","21.03","0.87","231.56","2.2"
"2010","720","Perquimans County Schools","TOTAL","12,210,768","3,367,709","2,666,625","18,245,102","7,074.61","1,951.15","1,544.98","10,570.74","100.0"
"2010","730","Person County Schools","SALARIES","20,505,173","4,077,479","4,146,422","28,729,074","4,082.26","811.76","825.49","5,719.51","64.5"
"2010","730","Person County Schools","EMPLOYEE BENEFITS","5,419,091","1,215,390","1,081,721","7,716,202","1,078.86","241.96","215.35","1,536.17","17.3"
"2010","730","Person County Schools","PURCHASED SERVICES","866,095","236,688","2,503,567","3,606,350","172.43","47.12","498.42","717.97","8.1"
"2010","730","Person County Schools","SUPPLIES & MATERIALS","1,747,061","1,032,097","1,247,318","4,026,476","347.81","205.48","248.32","801.61","9.0"
"2010","730","Person County Schools","INSTRUCTIONAL EQUIP.","359,537","75,366","37,082","471,985","71.58","15.00","7.38","93.96","1.1"
"2010","730","Person County Schools","TOTAL","28,896,957","6,637,020","9,016,110","44,550,087","5,752.94","1,321.32","1,794.96","8,869.22","100.0"
"2010","740","Pitt County Schools","SALARIES","83,595,917","18,043,346","17,427,015","119,066,278","3,695.01","797.53","770.29","5,262.83","63.4"
"2010","740","Pitt County Schools","EMPLOYEE BENEFITS","22,542,817","5,279,917","4,650,978","32,473,712","996.41","233.38","205.58","1,435.37","17.4"
"2010","740","Pitt County Schools","PURCHASED SERVICES","3,089,236","1,770,210","8,984,930","13,844,376","136.55","78.24","397.14","611.93","7.4"
"2010","740","Pitt County Schools","SUPPLIES & MATERIALS","5,882,897","5,599,953","7,368,483","18,851,333","260.03","247.52","325.69","833.24","10.0"
"2010","740","Pitt County Schools","INSTRUCTIONAL EQUIP.","1,977,945","880,333","570,316","3,428,594","87.43","38.91","25.21","151.55","1.8"
"2010","740","Pitt County Schools","TOTAL","117,088,812","31,573,759","39,001,722","187,664,293","5,175.43","1,395.58","1,723.91","8,294.92","100.0"
"2010","750","Polk County Schools","SALARIES","11,132,014","2,013,529","2,114,747","15,260,290","4,710.97","852.11","894.94","6,458.02","63.8"
"2010","750","Polk County Schools","EMPLOYEE BENEFITS","2,844,623","602,781","491,189","3,938,593","1,203.82","255.09","207.87","1,666.78","16.5"
"2010","750","Polk County Schools","PURCHASED SERVICES","348,307","209,409","2,110,277","2,667,993","147.40","88.62","893.05","1,129.07","11.2"
"2010","750","Polk County Schools","SUPPLIES & MATERIALS","649,935","575,620","615,923","1,841,478","275.05","243.60","260.65","779.30","7.7"
"2010","750","Polk County Schools","INSTRUCTIONAL EQUIP.","105,513","37,752","54,343","197,608","44.65","15.98","23.00","83.63","0.8"
"2010","750","Polk County Schools","TOTAL","15,080,392","3,439,091","5,386,479","23,905,962","6,381.89","1,455.40","2,279.51","10,116.80","100.0"
"2010","760","Randolph County Schools","SALARIES","67,522,406","12,609,186","13,847,634","93,979,226","3,649.27","681.46","748.40","5,079.13","64.6"
"2010","760","Randolph County Schools","EMPLOYEE BENEFITS","18,258,843","3,648,786","3,472,152","25,379,781","986.80","197.21","187.65","1,371.66","17.3"
"2010","760","Randolph County Schools","PURCHASED SERVICES","2,658,418","1,361,088","6,536,142","10,555,648","143.67","73.56","353.25","570.48","7.3"
"2010","760","Randolph County Schools","SUPPLIES & MATERIALS","6,884,598","5,006,526","2,822,567","14,713,691","372.08","270.58","152.55","795.21","10.1"
"2010","760","Randolph County Schools","INSTRUCTIONAL EQUIP.","518,907","330,410","109,546","958,863","28.04","17.86","5.92","51.82","0.7"
"2010","760","Randolph County Schools","TOTAL","95,843,172","22,955,996","26,788,041","145,587,209","5,179.86","1,240.67","1,447.77","7,868.30","100.0"
"2010","761","Asheboro City Schools","SALARIES","18,011,044","3,606,007","4,428,768","26,045,819","4,015.84","804.02","987.46","5,807.32","65.5"
"2010","761","Asheboro City Schools","EMPLOYEE BENEFITS","4,922,865","1,054,945","1,316,300","7,294,110","1,097.63","235.21","293.49","1,626.33","18.3"
"2010","761","Asheboro City Schools","PURCHASED SERVICES","563,848","516,893","1,943,006","3,023,747","125.72","115.25","433.22","674.19","7.6"
"2010","761","Asheboro City Schools","SUPPLIES & MATERIALS","1,071,734","1,332,135","800,640","3,204,509","238.96","297.01","178.52","714.49","8.1"
"2010","761","Asheboro City Schools","INSTRUCTIONAL EQUIP.","51,473","116,900","21,759","190,132","11.48","26.06","4.85","42.39","0.5"
"2010","761","Asheboro City Schools","TOTAL","24,620,964","6,626,880","8,510,473","39,758,317","5,489.63","1,477.55","1,897.54","8,864.72","100.0"
"2010","770","Richmond County Schools","SALARIES","32,093,970","6,966,006","3,383,213","42,443,189","4,220.67","916.09","444.93","5,581.69","64.0"
"2010","770","Richmond County Schools","EMPLOYEE BENEFITS","8,447,037","2,162,545","975,551","11,585,133","1,110.87","284.40","128.29","1,523.56","17.5"
"2010","770","Richmond County Schools","PURCHASED SERVICES","1,220,136","1,717,663","2,280,690","5,218,489","160.46","225.89","299.93","686.28","7.9"
"2010","770","Richmond County Schools","SUPPLIES & MATERIALS","2,183,331","2,797,036","1,682,432","6,662,799","287.13","367.83","221.26","876.22","10.0"
"2010","770","Richmond County Schools","INSTRUCTIONAL EQUIP.","371,317","35,727","8,560","415,604","48.83","4.70","1.13","54.66","0.6"
"2010","770","Richmond County Schools","TOTAL","44,315,791","13,678,977","8,330,446","66,325,214","5,827.96","1,798.91","1,095.54","8,722.41","100.0"
"2010","780","Robeson County Schools","SALARIES","95,857,426","22,731,677","5,735,309","124,324,412","4,152.19","984.65","248.43","5,385.27","62.0"
"2010","780","Robeson County Schools","EMPLOYEE BENEFITS","25,619,498","7,249,362","1,513,986","34,382,846","1,109.74","314.02","65.58","1,489.34","17.1"
"2010","780","Robeson County Schools","PURCHASED SERVICES","4,036,154","6,350,260","7,663,996","18,050,410","174.83","275.07","331.98","781.88","9.0"
"2010","780","Robeson County Schools","SUPPLIES & MATERIALS","6,284,278","7,386,163","4,508,044","18,178,485","272.21","319.94","195.27","787.42","9.1"
"2010","780","Robeson County Schools","INSTRUCTIONAL EQUIP.","3,032,989","2,315,459","313,331","5,661,779","131.38","100.30","13.57","245.25","2.8"
"2010","780","Robeson County Schools","TOTAL","134,830,345","46,032,921","19,734,666","200,597,932","5,840.35","1,993.98","854.83","8,689.16","100.0"
"2010","790","Rockingham County Schools","SALARIES","57,671,910","11,381,129","8,633,803","77,686,842","4,216.09","832.02","631.17","5,679.28","65.8"
"2010","790","Rockingham County Schools","EMPLOYEE BENEFITS","14,779,433","3,445,289","3,203,799","21,428,521","1,080.45","251.87","234.21","1,566.53","18.2"
"2010","790","Rockingham County Schools","PURCHASED SERVICES","1,093,337","1,365,622","7,601,405","10,060,364","79.93","99.83","555.70","735.46","8.5"
"2010","790","Rockingham County Schools","SUPPLIES & MATERIALS","2,233,375","2,602,681","3,720,692","8,556,748","163.27","190.27","272.00","625.54","7.3"
"2010","790","Rockingham County Schools","INSTRUCTIONAL EQUIP.","171,420","59,106","45,675","276,201","12.53","4.32","3.34","20.19","0.2"
"2010","790","Rockingham County Schools","TOTAL","75,949,475","18,853,827","23,205,374","118,008,676","5,552.27","1,378.31","1,696.42","8,627.00","100.0"
"2010","800","Rowan-Salisbury County Schools","SALARIES","76,663,399","13,329,522","20,012,904","110,005,825","3,788.65","658.74","989.02","5,436.41","65.2"
"2010","280","Dare County Schools","TOTAL","25,791,006","4,912,493","21,174,113","51,877,612","5,411.46","1,030.74","4,442.74","10,884.94","100.0"
"2010","290","Davidson County Schools","SALARIES","72,144,604","11,693,971","9,940,386","93,778,961","3,550.07","575.44","489.14","4,614.65","65.5"
"2010","290","Davidson County Schools","EMPLOYEE BENEFITS","19,276,098","3,668,439","3,159,799","26,104,336","948.53","180.52","155.49","1,284.54","18.2"
"2010","290","Davidson County Schools","PURCHASED SERVICES","1,389,432","743,071","6,108,447","8,240,950","68.37","36.57","300.58","405.52","5.8"
"2010","290","Davidson County Schools","SUPPLIES & MATERIALS","3,644,117","3,061,317","5,002,971","11,708,405","179.32","150.64","246.18","576.14","8.2"
"2010","290","Davidson County Schools","INSTRUCTIONAL EQUIP.","2,531,469","390,071","325,655","3,247,195","124.57","19.20","16.02","159.79","2.3"
"2010","290","Davidson County Schools","TOTAL","98,985,720","19,556,869","24,537,258","143,079,847","4,870.86","962.37","1,207.41","7,040.64","100.0"
"2010","291","Lexington City Schools","SALARIES","12,793,683","3,449,048","2,633,388","18,876,119","4,385.90","1,182.40","902.77","6,471.07","63.9"
"2010","291","Lexington City Schools","EMPLOYEE BENEFITS","3,399,201","951,767","710,361","5,061,329","1,165.31","326.28","243.52","1,735.11","17.1"
"2010","291","Lexington City Schools","PURCHASED SERVICES","524,590","303,790","1,911,345","2,739,725","179.84","104.15","655.24","939.23","9.3"
"2010","291","Lexington City Schools","SUPPLIES & MATERIALS","657,669","1,338,213","592,555","2,588,437","225.46","458.76","203.14","887.36","8.8"
"2010","291","Lexington City Schools","INSTRUCTIONAL EQUIP.","227,996","32,298","1,049","261,343","78.16","11.07","0.36","89.59","0.9"
"2010","291","Lexington City Schools","TOTAL","17,603,139","6,075,116","5,848,698","29,526,953","6,034.67","2,082.66","2,005.03","10,122.36","100.0"
"2010","292","Thomasville City Schools","SALARIES","10,442,333","3,300,742","1,876,255","15,619,330","4,263.92","1,347.79","766.13","6,377.84","62.7"
"2010","292","Thomasville City Schools","EMPLOYEE BENEFITS","2,807,279","857,225","453,117","4,117,621","1,146.30","350.03","185.02","1,681.35","16.5"
"2010","292","Thomasville City Schools","PURCHASED SERVICES","563,323","820,208","1,024,875","2,408,406","230.02","334.91","418.49","983.42","9.7"
"2010","292","Thomasville City Schools","SUPPLIES & MATERIALS","160,191","1,924,607","500,588","2,585,386","65.41","785.87","204.41","1,055.69","10.4"
"2010","292","Thomasville City Schools","INSTRUCTIONAL EQUIP.","84,040","91,317","-1,058","174,299","34.32","37.28","-0.43","71.17","0.7"
"2010","292","Thomasville City Schools","TOTAL","14,057,166","6,994,099","3,853,777","24,905,042","5,739.97","2,855.88","1,573.62","10,169.47","100.0"
"2010","300","Davie County Schools","SALARIES","24,860,712","3,330,527","6,366,683","34,557,922","3,810.65","510.51","975.89","5,297.05","68.0"
"2010","300","Davie County Schools","EMPLOYEE BENEFITS","6,715,086","966,999","1,626,433","9,308,518","1,029.29","148.22","249.30","1,426.81","18.4"
"2010","300","Davie County Schools","PURCHASED SERVICES","448,144","184,632","2,003,197","2,635,973","68.69","28.30","307.05","404.04","5.2"
"2010","300","Davie County Schools","SUPPLIES & MATERIALS","1,277,577","1,069,975","1,715,968","4,063,520","195.83","164.01","263.02","622.86","8.0"
"2010","300","Davie County Schools","INSTRUCTIONAL EQUIP.","93,671","76,900","48,473","219,044","14.36","11.79","7.43","33.58","0.4"
"2010","300","Davie County Schools","TOTAL","33,395,190","5,629,033","11,760,754","50,784,977","5,118.82","862.83","1,802.69","7,784.34","100.0"
"2010","310","Duplin County Schools","SALARIES","35,720,661","7,660,175","2,848,702","46,229,538","4,042.17","866.83","322.36","5,231.36","62.1"
"2010","310","Duplin County Schools","EMPLOYEE BENEFITS","9,190,372","2,423,064","799,777","12,413,213","1,039.99","274.20","90.50","1,404.69","16.8"
"2010","310","Duplin County Schools","PURCHASED SERVICES","1,619,702","1,267,064","3,220,596","6,107,362","183.29","143.38","364.44","691.11","8.2"
"2010","310","Duplin County Schools","SUPPLIES & MATERIALS","2,677,606","2,703,782","2,001,985","7,383,373","303.00","305.96","226.55","835.51","9.9"
"2010","310","Duplin County Schools","INSTRUCTIONAL EQUIP.","1,100,116","702,306","456,643","2,259,065","124.49","79.48","51.67","255.64","3.0"
"2010","310","Duplin County Schools","TOTAL","50,308,457","14,756,391","9,327,703","74,392,551","5,692.94","1,669.85","1,055.52","8,418.31","100.0"
"2010","320","Durham County Schools","SALARIES","120,975,223","25,031,928","49,003,775","195,010,926","3,824.58","791.37","1,549.23","6,165.18","65.2"
"2010","320","Durham County Schools","EMPLOYEE BENEFITS","31,179,610","6,296,384","12,510,979","49,986,973","985.73","199.06","395.53","1,580.32","16.8"
"2010","320","Durham County Schools","PURCHASED SERVICES","3,105,523","4,757,114","24,837,269","32,699,906","98.18","150.39","785.22","1,033.79","10.9"
"2010","320","Durham County Schools","SUPPLIES & MATERIALS","5,367,777","7,969,283","5,564,892","18,901,952","169.70","251.95","175.93","597.58","6.3"
"2010","320","Durham County Schools","INSTRUCTIONAL EQUIP.","1,925,648","251,992","262,327","2,439,967","60.88","7.97","8.29","77.14","0.8"
"2010","320","Durham County Schools","TOTAL","162,553,781","44,306,701","92,179,242","299,039,724","5,139.07","1,400.74","2,914.20","9,454.01","100.0"
"2010","330","Edgecombe County Schools","SALARIES","30,279,635","6,058,446","2,289,481","38,627,562","4,201.42","840.64","317.67","5,359.73","63.3"
"2010","330","Edgecombe County Schools","EMPLOYEE BENEFITS","7,905,214","1,684,530","623,007","10,212,751","1,096.88","233.74","86.44","1,417.06","16.7"
"2010","330","Edgecombe County Schools","PURCHASED SERVICES","1,325,238","1,617,617","2,498,535","5,441,390","183.88","224.45","346.68","755.01","8.9"
"2010","330","Edgecombe County Schools","SUPPLIES & MATERIALS","1,639,205","2,667,507","1,142,267","5,448,979","227.45","370.13","158.49","756.07","8.9"
"2010","330","Edgecombe County Schools","INSTRUCTIONAL EQUIP.","1,183,162","81,144","48,907","1,313,213","164.17","11.25","6.79","182.21","2.2"
"2010","330","Edgecombe County Schools","TOTAL","42,332,454","12,109,244","6,602,197","61,043,895","5,873.80","1,680.21","916.07","8,470.08","100.0"
"2010","340","Forsyth County Schools","SALARIES","200,030,249","40,013,129","75,166,902","315,210,280","3,897.48","779.63","1,464.59","6,141.70","67.5"
"2010","340","Forsyth County Schools","EMPLOYEE BENEFITS","50,577,780","11,355,069","19,067,538","81,000,387","985.48","221.25","371.52","1,578.25","17.4"
"2010","340","Forsyth County Schools","PURCHASED SERVICES","5,117,274","4,956,963","21,945,858","32,020,095","99.71","96.58","427.60","623.89","6.9"
"2010","340","Forsyth County Schools","SUPPLIES & MATERIALS","8,333,517","9,689,412","12,497,601","30,520,530","162.37","188.80","243.51","594.68","6.5"
"2010","340","Forsyth County Schools","INSTRUCTIONAL EQUIP.","5,897,165","1,502,736","598,749","7,998,650","114.90","29.28","11.67","155.85","1.7"
"2010","340","Forsyth County Schools","TOTAL","269,955,985","67,517,309","129,276,648","466,749,942","5,259.94","1,315.54","2,518.89","9,094.37","100.0"
"2010","350","Franklin County Schools","SALARIES","32,628,917","5,997,558","4,412,381","43,038,856","3,886.25","714.33","525.53","5,126.11","63.2"
"2010","350","Franklin County Schools","EMPLOYEE BENEFITS","8,531,630","1,759,997","1,523,750","11,815,377","1,016.15","209.62","181.49","1,407.26","17.3"
"2010","350","Franklin County Schools","PURCHASED SERVICES","1,003,663","804,304","3,694,129","5,502,096","119.54","95.79","439.99","655.32","8.1"
"2010","350","Franklin County Schools","SUPPLIES & MATERIALS","1,420,296","2,013,761","2,626,645","6,060,702","169.16","239.86","312.84","721.86","8.9"
"2010","350","Franklin County Schools","INSTRUCTIONAL EQUIP.","1,229,836","436,052","70,348","1,736,236","146.48","51.93","8.38","206.79","2.5"
"2010","350","Franklin County Schools","TOTAL","44,814,342","11,011,672","12,327,253","68,153,267","5,337.58","1,311.53","1,468.23","8,117.34","100.0"
"2010","360","Gaston County Schools","SALARIES","106,733,187","24,311,336","23,023,796","154,068,319","3,443.23","784.29","742.75","4,970.27","64.5"
"2010","360","Gaston County Schools","EMPLOYEE BENEFITS","28,595,843","6,588,372","5,576,035","40,760,250","922.51","212.54","179.88","1,314.93","17.2"
"2010","360","Gaston County Schools","PURCHASED SERVICES","4,983,617","2,676,779","11,543,765","19,204,161","160.77","86.36","372.40","619.53","8.0"
"2010","360","Gaston County Schools","SUPPLIES & MATERIALS","6,240,132","9,390,722","6,874,364","22,505,218","201.31","302.94","221.77","726.02","9.4"
"2010","360","Gaston County Schools","INSTRUCTIONAL EQUIP.","1,387,584","443,732","357,979","2,189,295","44.76","14.32","11.55","70.63","0.9"
"2010","360","Gaston County Schools","TOTAL","147,940,363","43,410,941","47,375,939","238,727,243","4,772.58","1,400.45","1,528.35","7,701.38","100.0"
"2010","370","Gates County Schools","SALARIES","9,784,918","1,214,662","1,340,725","12,340,305","5,263.54","653.39","721.21","6,638.14","65.0"
"2010","370","Gates County Schools","EMPLOYEE BENEFITS","2,516,715","323,556","332,231","3,172,502","1,353.80","174.05","178.71","1,706.56","16.7"
"2010","370","Gates County Schools","PURCHASED SERVICES","299,141","269,823","716,749","1,285,713","160.92","145.14","385.56","691.62","6.8"
"2010","370","Gates County Schools","SUPPLIES & MATERIALS","708,252","415,950","792,981","1,917,183","380.99","223.75","426.56","1,031.30","10.1"
"2010","370","Gates County Schools","INSTRUCTIONAL EQUIP.","199,520","9,317","60,575","269,412","107.33","5.01","32.58","144.92","1.4"
"2010","370","Gates County Schools","TOTAL","13,508,546","2,233,308","3,243,261","18,985,115","7,266.58","1,201.34","1,744.62","10,212.54","100.0"
"2010","380","Graham County Schools","SALARIES","6,295,284","1,048,354","529,047","7,872,685","5,308.00","883.93","446.08","6,638.01","64.0"
"2010","380","Graham County Schools","EMPLOYEE BENEFITS","1,690,171","330,492","152,107","2,172,770","1,425.10","278.67","128.25","1,832.02","17.6"
"2010","380","Graham County Schools","PURCHASED SERVICES","340,973","194,952","430,217","966,142","287.50","164.37","362.75","814.62","7.9"
"2010","380","Graham County Schools","SUPPLIES & MATERIALS","475,786","442,645","307,109","1,225,540","401.17","373.22","258.95","1,033.34","10.0"
"2010","380","Graham County Schools","INSTRUCTIONAL EQUIP.","10,780","46,536","1,940","59,256","9.09","39.23","1.64","49.96","0.5"
"2010","380","Graham County Schools","TOTAL","8,812,994","2,062,979","1,420,420","12,296,393","7,430.86","1,739.42","1,197.67","10,367.95","100.0"
"2010","390","Granville County Schools","SALARIES","34,039,389","5,106,066","4,711,745","43,857,200","3,941.11","591.19","545.53","5,077.83","63.4"
"2010","390","Granville County Schools","EMPLOYEE BENEFITS","9,160,243","1,405,800","1,137,066","11,703,109","1,060.58","162.77","131.65","1,355.00","16.9"
"2010","390","Granville County Schools","PURCHASED SERVICES","697,877","908,789","4,816,751","6,423,417","80.80","105.22","557.69","743.71","9.3"
"2010","390","Granville County Schools","SUPPLIES & MATERIALS","2,337,607","1,610,271","3,014,290","6,962,168","270.65","186.44","349.00","806.09","10.1"
"2010","390","Granville County Schools","INSTRUCTIONAL EQUIP.","91,398","66,715","66,930","225,043","10.58","7.73","7.75","26.06","0.3"
"2010","390","Granville County Schools","TOTAL","46,326,514","9,097,641","13,746,782","69,170,937","5,363.72","1,053.35","1,591.62","8,008.69","100.0"
